PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA
Greivis Vasquez,2015,296,725,133,351,50,66
Mike Dunleavy,2015,209,481,107,263,70,87
Luis Scola,2015,299,641,5,20,158,226
Nicolas Batum,2015,240,599,100,308,84,98
Amir Johnson,2015,298,519,19,46,79,129
Isaiah Canaan,2015,146,378,91,246,49,60
Marco Belinelli,2015,199,470,86,230,84,99
PJ Tucker,2015,261,596,87,252,104,143
Jason Richardson,2015,62,178,31,96,17,22
Jose Calderon,2015,142,344,59,139,28,29
Bojan Bogdanovic,2015,261,576,91,256,87,106
Rajon Rondo,2015,275,645,27,86,31,78
Elfrid Payton,2015,301,708,11,42,118,214
Solomon Hill,2015,251,634,68,208,159,193
Omri Casspi,2015,209,427,35,87,140,191
Michael Beasley,2015,92,212,8,34,20,26
Paul George,2015,18,49,9,22,8,11
Hollis Thompson,2015,224,543,115,287,63,89
Devin Harris,2015,219,524,95,266,132,162
Boris Diaw,2015,291,633,54,170,72,93
Mason Plumlee,2015,280,489,0,3,157,317
Randy Foye,2015,148,402,94,263,45,55
Dwight Buycks,2015,18,40,7,11,9,10
Rodney Hood,2015,154,372,61,169,60,78
Tony Allen,2015,225,455,10,29,79,126
Mirza Teletovic,2015,122,319,62,193,33,46
Sebastian Telfair,2015,46,125,18,60,24,34
Rudy Gobert,2015,258,427,0,2,170,273
Derrick Williams,2015,217,485,49,156,134,196
Jameer Nelson,2015,205,504,89,258,24,36
Zaza Pachulia,2015,240,529,0,3,126,160
Lance Stephenson,2015,207,550,18,105,69,110
Jason Smith,2015,255,585,15,42,127,153
Henry Sims,2015,237,497,4,20,106,137
Iman Shumpert,2015,193,471,67,196,43,64
Patrick Patterson,2015,240,535,105,283,63,80
Kris Humphries,2015,211,446,0,7,87,117
Marcus Thornton,2015,140,345,54,143,46,56
David Lee,2015,160,313,0,2,68,104
James Johnson,2015,238,404,11,51,67,102
KJ McDaniels,2015,172,434,43,150,100,133
Andre Iguodala,2015,231,496,74,212,68,114
Marcus Smart,2015,175,477,91,272,82,127
Mike Scott,2015,201,453,66,192,61,77
Jerryd Bayless,2015,220,516,37,120,121,137
Rasual Butler,2015,218,517,91,235,53,67
Steven Adams,2015,217,399,0,2,103,205
Beno Udrih,2015,246,505,26,97,87,102
Jae Crowder,2015,229,547,61,208,109,141
Norris Cole,2015,230,558,55,176,58,81
Cody Zeller,2015,172,373,1,1,127,164
JJ Hickson,2015,218,459,0,2,116,201
Jose Juan Barea,2015,225,536,54,167,76,94
Tayshaun Prince,2015,177,402,31,67,49,65
Donald Sloan,2015,146,356,41,131,60,77
Marvin Williams,2015,211,496,95,265,62,87
Ray McCallum,2015,206,470,34,111,57,84
Alan Anderson,2015,194,439,73,210,82,101
Channing Frye,2015,191,487,136,346,31,35
Henry Walker,2015,58,167,45,131,14,18
Brandan Wright,2015,233,363,0,3,78,112
Joakim Noah,2015,190,427,0,2,105,174
Lance Thomas,2015,181,433,7,22,72,99
Jared Dudley,2015,198,423,74,192,48,67
Quincy Pondexter,2015,188,447,91,244,71,96
Trevor Booker,2015,224,462,29,84,84,146
Leandro Barbosa,2015,183,386,43,112,58,74
Jason Terry,2015,188,446,126,323,39,48
Austin Rivers,2015,203,496,39,131,85,126
Patty Mills,2015,128,336,62,182,33,40
Jusuf Nurkic,2015,171,383,0,2,84,132
Kevin Garnett,2015,143,306,1,7,36,45
CJ McCollum,2015,159,365,55,139,51,73
Will Barton,2015,150,353,23,85,74,94
Chase Budinger,2015,169,390,52,143,67,81
Cory Joseph,2015,207,411,16,44,105,143
Brian Roberts,2015,176,452,62,193,66,74
Adreian Payne,2015,91,220,1,9,30,46
Darrell Arthur,2015,155,384,26,110,46,59
Aron Baynes,2015,185,327,1,4,90,104
Kevin Seraphin,2015,231,450,0,2,58,82
Ryan Kelly,2015,104,309,45,134,79,95
Anthony Tolliver,2015,161,393,106,290,54,69
Jerami Grant,2015,124,351,49,156,113,191
Charlie Villanueva,2015,150,362,83,221,20,35
Mitch McGary,2015,88,165,0,2,25,40
Jeremy Lamb,2015,104,250,38,111,49,55
Ramon Sessions,2015,125,334,19,60,133,173
Danny Granger,2015,65,162,30,84,28,37
Alex Len,2015,179,353,1,3,73,104
Ben Gordon,2015,129,295,35,97,56,67
Shane Larkin,2015,187,432,35,116,61,78
Chris Copeland,2015,112,310,52,167,33,45
Ish Smith,2015,143,367,18,60,34,57
TJ Warren,2015,113,214,5,21,14,19
Jason Thompson,2015,201,428,0,1,89,143
Tony Snell,2015,159,371,73,197,44,55
Tarik Black,2015,157,273,0,1,65,118
Otto Porter,2015,176,391,35,104,58,79
Kyle Singler,2015,172,446,96,241,40,52
Jonas Jerebko,2015,169,379,54,140,56,66
Meyers Leonard,2015,125,245,47,112,30,32
Shaun Livingston,2015,198,396,0,2,65,91
Caron Butler,2015,161,396,83,219,55,61
Willie Green,2015,118,306,42,121,28,34
Quincy Acy,2015,150,327,18,59,76,97
Richard Jefferson,2015,144,324,66,155,78,114
Vince Carter,2015,135,406,69,232,45,57
Spencer Hawes,2015,163,414,55,175,44,68
Kyle O'Quinn,2015,119,242,12,43,44,57
Kirk Hinrich,2015,142,380,58,168,35,50
Thomas Robinson,2015,126,260,0,2,56,106
Tyler Johnson,2015,65,159,15,44,31,45
Chris Johnson,2015,59,149,27,92,14,16
Nate Robinson,2015,88,255,31,112,31,46
Pero Antic,2015,108,296,52,173,88,123
PJ Hairston,2015,87,269,49,163,31,36
Archie Goodwin,2015,79,201,12,41,61,83
John Jenkins,2015,49,99,21,52,16,19
Al-Farouq Aminu,2015,147,357,34,124,84,118
Sean Kilpatrick,2015,7,20,4,13,4,4
Cleanthony Early,2015,75,207,22,81,36,48
Shelvin Mack,2015,117,292,40,127,25,31
Drew Gooden,2015,110,277,23,61,34,44
Shawne Williams,2015,121,300,64,178,35,40
Thabo Sefolosha,2015,104,248,25,78,45,58
Justin Hamilton,2015,85,178,10,31,39,47
Bryce Cotton,2015,29,69,7,20,15,18
Ricky Ledo,2015,32,96,10,27,16,22
Elijah Millsap,2015,81,238,28,90,58,86
Brandon Davies,2015,55,137,8,34,24,37
Anthony Bennett,2015,125,296,7,22,41,64
Chris Andersen,2015,115,199,4,12,74,112
Kent Bazemore,2015,141,331,48,132,60,100
JaKarr Sampson,2015,145,344,31,126,63,94
Tim Frazier,2015,21,61,5,17,10,21
Aaron Gordon,2015,93,208,13,48,44,61
Dante Cunningham,2015,155,339,1,10,29,47
Ronnie Price,2015,77,223,31,109,36,45
A.J. Price,2015,51,137,15,57,16,24
James Ennis,2015,99,241,31,94,79,94
Joe Ingles,2015,147,354,72,202,30,40
Gigi Datome,2015,43,89,18,40,1,1
Mike Muscala,2015,83,151,9,22,22,25
Shabazz Napier,2015,81,217,39,113,42,54
Andrew Nicholson,2015,83,190,13,41,15,25
Shawn Marion,2015,119,267,12,46,26,34
Lou Amundson,2015,105,249,0,1,40,86
Dante Exum,2015,144,414,83,263,20,32
Matthew Dellavedova,2015,111,307,68,167,29,38
Damjan Rudez,2015,119,263,69,170,16,23
John Lucas III,2015,42,104,9,29,5,5
Jordan Farmar,2015,61,158,35,97,10,11
Sergey Karasev,2015,54,134,16,54,29,38
Markel Brown,2015,76,210,17,64,47,57
Robert Sacre,2015,126,306,0,1,55,82
Jannero Pargo,2015,15,35,9,22,2,2
Dorell Wright,2015,72,190,41,108,34,42
Jon Leuer,2015,121,273,7,29,37,59
Alonzo Gee,2015,87,186,13,35,54,77
Robbie Hummel,2015,79,172,16,51,24,29
James Jones,2015,74,201,63,175,39,46
Andre Miller,2015,145,290,7,34,58,77
Jeff Taylor,2015,45,114,11,36,26,41
Nik Stauskas,2015,108,296,48,149,55,64
Steve Blake,2015,122,327,77,219,29,41
Justin Holiday,2015,91,235,35,109,37,45
Perry Jones,2015,73,184,14,60,24,37
Spencer Dinwiddie,2015,51,169,12,65,31,34
Toney Douglas,2015,19,51,5,18,8,13
Josh McRoberts,2015,28,53,8,19,8,13
Kostas Papanikolaou,2015,69,197,31,106,13,18
Kendall Marshall,2015,46,101,18,46,8,9
Lorenzo Brown,2015,52,122,6,28,12,19
Nick Calathes,2015,104,247,11,44,24,45
Nick Collison,2015,106,253,16,60,45,65
Pablo Prigioni,2015,91,228,57,166,35,41
Udonis Haslem,2015,102,233,1,9,43,58
Luke Babbitt,2015,92,192,59,115,13,19
Luke Ridnour,2015,75,176,20,63,18,21
Shannon Brown,2015,7,19,3,7,3,4
Glen Davis,2015,117,255,0,4,60,95
Garrett Temple,2015,68,170,33,88,35,48
Travis Wear,2015,82,204,11,30,20,26
Joffrey Lauvergne,2015,36,89,3,16,18,28
Larry Drew,2015,20,58,4,26,2,3
Austin Daye,2015,50,140,24,70,5,6
Hedo Turkoglu,2015,83,188,60,139,6,11
Troy Daniels,2015,61,165,43,118,11,13
Reggie Evans,2015,58,137,0,2,60,97
Raymond Felton,2015,43,106,10,34,12,15
Matt Bonner,2015,94,230,46,126,30,37
Tyler Ennis,2015,52,144,12,43,5,7
Cory Jefferson,2015,75,167,2,15,31,54
Dewayne Dedmon,2015,91,162,0,1,34,64
Tyler Hansbrough,2015,86,165,1,7,97,139
Kendrick Perkins,2015,102,227,0,1,42,83
Lester Hudson,2015,6,14,3,6,3,4
Jimmer Fredette,2015,63,166,9,48,43,45
Phil Pressey,2015,64,174,16,65,33,49
Maurice Harkless,2015,63,158,10,56,22,41
Gary Harris,2015,66,217,21,103,35,47
Erick Green,2015,61,162,14,47,10,12
Andre Roberson,2015,92,201,21,85,23,48
James Young,2015,36,102,17,66,16,29
Quincy Miller,2015,9,32,3,15,6,7
Noah Vonleh,2015,30,76,5,13,18,26
Martell Webster,2015,24,90,10,42,48,64
Allen Crabbe,2015,63,153,30,85,12,16
Francisco Garcia,2015,17,63,10,45,1,4
Will Bynum,2015,10,31,0,9,2,4
Jordan Adams,2015,35,86,10,25,14,23
Dwight Powell,2015,31,67,3,11,25,33
Doug McDermott,2015,43,107,13,41,10,15
David Stockton,2015,2,5,1,2,1,2
Elliot Williams,2015,14,37,8,18,1,4
Shayne Whittington,2015,19,42,1,6,18,23
JaMychal Green,2015,27,47,0,6,8,10
Earl Clark,2015,11,30,4,14,1,4
Joey Dorsey,2015,80,145,0,1,24,83
Elton Brand,2015,42,95,0,1,12,23
Joe Harris,2015,48,120,31,84,9,15
E'Twaun Moore,2015,62,139,13,38,12,20
Malcolm Thomas,2015,18,40,0,7,9,13
Jorge Gutierrez,2015,22,41,0,3,9,13
Nick Johnson,2015,26,75,5,21,17,25
Russ Smith,2015,8,25,2,11,12,13
Jeremy Evans,2015,32,58,2,5,24,29
Devyn Marble,2015,14,44,4,22,5,16
Furkan Aldemir,2015,40,78,0,5,13,27
Kyle Anderson,2015,31,89,3,11,9,14
Glen Rice Jr.,2015,3,15,1,7,4,6
Darius Morris,2015,36,106,7,33,4,9
Mike Miller,2015,37,114,32,98,3,4
Glenn Robinson,2015,26,67,5,19,16,24
Earl Barron,2015,12,39,2,4,6,12
John Salmons,2015,16,48,8,26,2,4
Grant Jerrett,2015,7,26,1,15,1,1
Nate Wolters,2015,20,57,0,7,2,6
CJ Wilcox,2015,16,38,7,19,2,2
Reggie Bullock,2015,24,70,15,46,6,9
Ian Clark,2015,19,55,10,30,9,9
Drew Gordon,2015,8,19,0,3,1,2
Will Cherry,2015,5,19,2,9,3,6
Reggie Williams,2015,15,39,3,19,4,4
Jared Cunningham,2015,12,33,4,13,7,13
Steve Novak,2015,22,56,19,48,0,2
Landry Fields,2015,20,41,1,2,5,6
Zoran Dragic,2015,11,30,3,14,3,5
Chris Douglas-Roberts,2015,5,21,1,7,8,8
Jerel McNeal,2015,3,11,1,2,2,2
Shavlik Randolph,2015,9,35,0,5,6,12
Gerald Wallace,2015,14,34,1,3,6,15
Quincy Miller,2015,0,6,0,3,2,4
Brandon Rush,2015,11,54,3,27,5,11
Dahntay Jones,2015,6,21,0,4,9,11
Kevin Durant,2014,849,1688,192,491,703,805
Carmelo Anthony,2014,743,1643,167,415,459,541
LeBron James,2014,767,1353,116,306,439,585
Kevin Love,2014,650,1422,190,505,520,633
James Harden,2014,549,1204,177,483,576,665
Blake Griffin,2014,718,1359,12,44,482,674
Stephen Curry,2014,652,1383,261,615,308,348
LaMarcus Aldridge,2014,652,1423,3,15,296,360
DeMarcus Cousins,2014,591,1191,0,7,432,595
DeMar DeRozan,2014,604,1407,64,210,519,630
Al Jefferson,2014,700,1376,3,15,191,277
Russell Westbrook,2014,346,791,68,214,242,293
Paul George,2014,577,1362,182,500,401,464
Dirk Nowitzki,2014,633,1273,131,329,338,376
Kyrie Irving,2014,532,1237,123,344,291,338
Anthony Davis,2014,522,1005,2,9,348,440
Brook Lopez,2014,129,229,0,1,94,115
Damian Lillard,2014,553,1304,218,554,371,426
Isaiah Thomas,2014,496,1096,127,364,346,407
Goran Dragic,2014,552,1093,122,299,316,416
Rudy Gay,2014,537,1179,65,197,318,387
Ryan Anderson,2014,155,354,67,164,59,62
John Wall,2014,579,1337,108,308,317,394
Chris Paul,2014,406,870,78,212,295,345
Kevin Martin,2014,440,1022,115,297,303,340
Dwyane Wade,2014,415,760,9,32,189,258
Monta Ellis,2014,576,1278,69,209,339,430
Jamal Crawford,2014,421,1011,161,446,279,322
Al Horford,2014,238,420,4,11,58,85
Klay Thompson,2014,559,1259,223,535,147,185
Dwight Howard,2014,473,801,2,7,349,638
David Lee,2014,513,981,0,1,231,296
Arron Afflalo,2014,464,1011,128,300,274,336
Paul Millsap,2014,483,1047,76,212,286,391
Kyle Lowry,2014,457,1080,190,500,313,385
Thaddeus Young,2014,582,1283,90,292,163,229
Brandon Knight,2014,461,1092,110,338,259,323
Nick Young,2014,387,889,135,350,235,285
Eric Bledsoe,2014,265,556,50,140,183,237
Kemba Walker,2014,449,1143,109,327,282,337
Ty Lawson,2014,347,806,72,202,324,406
Zach Randolph,2014,560,1198,2,20,250,337
Pau Gasol,2014,425,885,4,14,187,254
Mike Conley,2014,463,1030,105,291,225,276
Bradley Beal,2014,481,1149,138,343,149,189
Jeff Green,2014,482,1171,135,396,283,356
Tony Parker,2014,456,914,25,67,197,243
Michael Carter-Williams,2014,427,1054,55,208,258,367
Chandler Parsons,2014,466,987,130,351,164,221
Jeff Teague,2014,456,1040,74,225,318,376
Josh Smith,2014,517,1233,70,265,160,301
Wesley Matthews,2014,445,1009,201,511,252,301
Chris Bosh,2014,492,953,74,218,223,272
Gordon Hayward,2014,426,1032,85,280,311,381
Luol Deng,2014,371,860,57,189,212,268
Derrick Rose,2014,58,164,16,47,27,32
Dion Waiters,2014,430,993,92,250,161,235
Gerald Green,2014,448,1006,204,510,195,230
Joe Johnson,2014,462,1018,162,404,159,195
Jodie Meeks,2014,413,892,162,404,221,258
Brandon Jennings,2014,423,1135,154,457,241,321
Eric Gordon,2014,356,817,101,258,175,223
Greg Monroe,2014,504,1015,0,1,241,367
JJ Redick,2014,181,398,73,185,97,106
Serge Ibaka,2014,524,978,23,60,156,199
Tim Duncan,2014,444,906,0,5,231,316
Avery Bradley,2014,361,825,79,200,90,112
Tobias Harris,2014,332,716,32,126,197,244
Marc Gasol,2014,336,711,2,11,185,241
Tyreke Evans,2014,391,897,21,95,239,310
J.R. Smith,2014,396,955,189,480,90,138
Trevor Ariza,2014,389,853,180,442,149,193
Jrue Holiday,2014,203,454,30,77,51,63
Deron Williams,2014,322,716,98,268,173,216
Nene,2014,299,594,1,5,155,266
Gerald Henderson,2014,403,930,40,115,235,309
David West,2014,458,939,4,15,198,251
Alec Burks,2014,380,831,50,143,279,373
Evan Turner,2014,434,1021,50,156,213,262
Rodney Stuckey,2014,372,853,24,88,244,292
Lance Stephenson,2014,427,870,86,244,140,197
Victor Oladipo,2014,392,936,74,226,248,318
Kobe Bryant,2014,31,73,3,16,18,21
Markieff Morris,2014,411,845,34,108,259,327
Carlos Boozer,2014,447,980,0,2,148,193
Kenneth Faried,2014,447,820,0,3,202,311
Wilson Chandler,2014,307,738,122,351,110,152
Andre Drummond,2014,479,769,0,2,137,328
Paul Pierce,2014,321,712,112,300,256,310
Derrick Favors,2014,390,747,0,1,190,284
Andrea Bargnani,2014,222,502,30,108,84,102
Jared Sullinger,2014,384,899,56,208,158,203
Marcin Gortat,2014,455,840,1,1,157,229
Randy Foye,2014,361,875,189,498,157,185
Spencer Hawes,2014,403,883,128,308,119,152
D.J. Augustin,2014,298,718,133,332,201,227
Jimmy Butler,2014,275,693,68,240,260,338
Reggie Jackson,2014,403,916,83,245,158,177
Nicolas Batum,2014,381,819,145,402,163,203
Taj Gibson,2014,429,896,0,7,211,281
Tony Wroten,2014,345,808,40,188,209,326
Kawhi Leonard,2014,337,645,69,182,101,126
Trey Burke,2014,341,897,111,336,102,113
Joakim Noah,2014,380,800,0,2,247,335
Jeremy Lin,2014,295,663,82,230,218,265
Enes Kanter,2014,419,853,0,1,149,204
Manu Ginobili,2014,294,627,90,258,160,188
Corey Brewer,2014,388,808,59,211,163,227
Ramon Sessions,2014,330,769,35,124,326,404
Terrence Jones,2014,386,712,31,101,118,195
Khris Middleton,2014,376,854,120,290,118,137
Jameer Nelson,2014,294,747,136,391,96,112
Kyle Korver,2014,289,609,185,392,87,94
Vince Carter,2014,330,811,146,371,161,196
JJ Hickson,2014,332,654,0,8,150,290
Tristan Thompson,2014,363,761,0,1,235,339
O.J. Mayo,2014,224,550,84,227,76,88
Rajon Rondo,2014,141,350,26,90,42,67
Jose Calderon,2014,341,748,191,425,52,63
Darren Collison,2014,324,694,71,189,192,224
Marco Belinelli,2014,337,695,126,293,111,131
Mike Dunleavy,2014,333,774,123,324,140,164
Jonas Valanciunas,2014,359,676,0,1,198,260
Andray Blatche,2014,321,674,15,54,164,221
Ersan Ilyasova,2014,237,579,37,131,107,130
John Henson,2014,344,639,0,1,91,177
Brandon Bass,2014,352,725,2,6,205,239
DeMarre Carroll,2014,302,642,97,268,109,141
Channing Frye,2014,336,778,160,432,78,95
Robin Lopez,2014,355,644,0,1,198,242
Jordan Crawford,2014,327,788,90,285,146,169
Terrence Ross,2014,318,751,161,408,82,98
Roy Hibbert,2014,331,754,2,5,207,269
Gary Neal,2014,193,471,68,180,94,105
Caron Butler,2014,213,540,98,249,63,75
Louis Williams,2014,197,493,79,231,152,179
Shawn Marion,2014,341,708,58,162,51,65
Nate Robinson,2014,164,383,58,154,71,85
Amir Johnson,2014,344,612,20,66,91,143
Chris Kaman,2014,176,346,0,3,52,68
George Hill,2014,272,616,95,260,142,176
Patrick Beverley,2014,199,481,92,255,83,102
Patty Mills,2014,309,666,135,318,73,82
Timothy Hardaway Jr.,2014,294,687,130,358,106,128
Jordan Farmar,2014,151,364,70,160,44,59
Richard Jefferson,2014,294,654,123,301,120,162
James Anderson,2014,309,717,115,351,77,106
Xavier Henry,2014,144,345,28,81,116,177
Matt Barnes,2014,231,527,97,283,66,90
CJ Miles,2014,178,409,83,211,64,75
Mario Chalmers,2014,254,560,87,226,121,163
Marcus Thornton,2014,252,639,109,316,90,112
Mo Williams,2014,280,672,83,225,78,89
Martell Webster,2014,254,587,146,372,105,125
Marcus Morris,2014,288,651,99,260,121,159
Raymond Felton,2014,240,608,62,195,88,122
Jordan Hill,2014,286,521,0,1,124,181
Courtney Lee,2014,295,614,72,194,99,112
Ray Allen,2014,240,543,116,309,105,116
Greivis Vasquez,2014,277,658,109,289,95,108
Mike Scott,2014,301,628,62,200,103,132
Kyle Singler,2014,269,602,94,246,152,184
Ricky Rubio,2014,255,670,44,133,227,283
Jarrett Jack,2014,286,698,63,185,125,149
Harrison Barnes,2014,271,679,66,190,130,181
Glen Davis,2014,271,593,4,11,95,137
Brian Roberts,2014,244,581,64,178,125,133
Timofey Mozgov,2014,285,545,4,24,196,260
PJ Tucker,2014,265,615,74,191,156,201
Andre Iguodala,2014,220,458,62,175,86,132
Jerryd Bayless,2014,248,617,76,212,94,118
Marvin Williams,2014,231,526,84,234,57,73
Kirk Hinrich,2014,243,619,85,242,95,125
Danny Green,2014,218,505,132,318,50,63
Boris Diaw,2014,302,580,45,112,68,92
Wesley Johnson,2014,277,651,100,271,61,77
Tony Allen,2014,204,413,11,47,76,121
Aaron Brooks,2014,233,581,96,248,83,95
Ben McLemore,2014,255,679,95,297,115,143
Tyson Chandler,2014,191,322,0,1,98,155
Kelly Olynyk,2014,234,501,40,113,99,122
Will Bynum,2014,184,430,20,62,97,121
Mirza Teletovic,2014,221,529,136,349,44,62
Patrick Patterson,2014,225,489,55,151,50,71
Jeremy Lamb,2014,263,609,88,247,51,64
Josh McRoberts,2014,247,566,105,291,62,85
Anderson Varejao,2014,227,459,0,7,92,135
Kris Humphries,2014,231,462,0,3,117,144
Evan Fournier,2014,228,544,89,237,93,123
Anthony Morrow,2014,238,520,88,195,72,87
Jose Juan Barea,2014,254,656,73,231,79,100
Drew Gooden,2014,76,143,7,17,24,27
Shaun Livingston,2014,235,487,1,6,158,191
Danny Granger,2014,116,307,43,128,63,67
Tiago Splitter,2014,181,346,0,3,121,173
Manny Harris,2014,28,70,7,20,10,12
Jeff Taylor,2014,82,218,18,67,26,47
Ryan Kelly,2014,157,371,48,142,110,135
Derrick Williams,2014,206,482,26,99,186,259
Kendall Marshall,2014,170,419,71,178,19,36
Michael Beasley,2014,177,355,21,54,61,79
Devin Harris,2014,96,254,31,101,92,115
Larry Sanders,2014,76,162,0,1,26,55
Zaza Pachulia,2014,149,349,0,1,110,130
Austin Rivers,2014,192,474,36,99,110,173
Luis Scola,2014,263,560,1,7,99,136
Henry Sims,2014,130,274,0,1,90,121
Leandro Barbosa,2014,56,131,7,25,31,39
Shelvin Mack,2014,209,501,62,184,64,74
Mason Plumlee,2014,199,302,0,3,122,195
Maurice Harkless,2014,224,483,59,154,85,143
James Johnson,2014,143,308,22,87,76,90
Michael Kidd-Gilchrist,2014,167,353,1,9,113,184
Alan Anderson,2014,194,485,84,248,92,118
Nate Wolters,2014,170,389,18,62,59,90
Pero Antic,2014,123,294,56,171,50,66
Al-Farouq Aminu,2014,234,494,13,48,91,137
Mike Miller,2014,213,443,107,233,46,56
Chris Douglas-Roberts,2014,111,252,51,132,66,82
Jared Dudley,2014,196,447,81,225,38,58
Omri Casspi,2014,173,410,61,176,83,122
Steve Blake,2014,133,353,79,210,33,43
Giannis Antetokounmpo,2014,173,418,41,118,138,202
Trevor Booker,2014,222,403,0,2,47,76
Steve Nash,2014,36,94,8,24,22,24
Jordan Hamilton,2014,147,376,70,198,40,51
Iman Shumpert,2014,183,484,76,228,53,71
Chase Budinger,2014,100,254,42,120,32,39
Chris Andersen,2014,177,275,3,12,120,169
Al Harrington,2014,82,207,34,100,27,35
Samuel Dalembert,2014,214,377,0,1,101,137
CJ Watson,2014,146,334,53,145,69,88
Kevin Garnett,2014,157,356,0,3,38,47
Norris Cole,2014,207,500,60,174,53,68
Marreese Speights,2014,195,442,8,31,110,134
DeJuan Blair,2014,210,393,0,2,77,121
E'Twaun Moore,2014,195,456,57,161,52,68
Dante Cunningham,2014,237,510,0,5,38,67
Luke Babbitt,2014,60,154,36,95,14,18
Thabo Sefolosha,2014,141,340,48,152,53,69
Quincy Pondexter,2014,31,79,11,34,21,26
Chris Johnson,2014,85,214,43,127,37,43
Draymond Green,2014,187,459,55,165,82,123
Ray McCallum,2014,113,300,22,59,32,43
Kyle O'Quinn,2014,186,371,0,3,57,83
Jon Leuer,2014,121,246,23,49,37,47
Anthony Tolliver,2014,129,307,102,247,33,41
Jeremy Evans,2014,175,332,0,2,51,75
Elliot Williams,2014,140,337,37,125,87,119
Kent Bazemore,2014,147,343,43,128,66,109
Chris Wright,2014,21,35,0,1,6,15
Hollis Thompson,2014,171,372,67,167,52,73
Cody Zeller,2014,172,404,0,1,146,200
Tayshaun Prince,2014,200,492,20,69,34,60
Darrell Arthur,2014,162,410,24,64,53,62
Kentavious Caldwell-Pope,2014,182,460,59,185,47,61
Alexis Ajinca,2014,136,249,0,1,56,67
Elton Brand,2014,179,332,0,2,61,94
Francisco Garcia,2014,118,294,69,193,10,19
Andrew Nicholson,2014,180,420,28,89,47,57
Tyler Zeller,2014,156,290,0,1,87,121
Shawne Williams,2014,73,192,42,129,14,20
Cartier Martin,2014,111,264,59,151,48,65
Jimmer Fredette,2014,107,227,40,84,19,21
Donatas Motiejunas,2014,131,296,21,84,58,96
Travis Outlaw,2014,130,326,41,117,42,52
Casper Ware,2014,18,42,7,21,5,6
CJ McCollum,2014,74,178,30,80,23,34
Derek Fisher,2014,141,361,88,229,55,71
Ben Gordon,2014,37,108,8,29,17,21
John Salmons,2014,150,413,63,163,40,52
Gerald Wallace,2014,116,230,19,64,47,101
Dorell Wright,2014,111,297,69,202,52,69
Cory Joseph,2014,126,265,12,38,79,96
Andrei Kirilenko,2014,82,160,1,5,61,119
Luke Ridnour,2014,126,327,37,108,17,26
Willie Green,2014,102,271,41,121,28,34
Quincy Miller,2014,94,256,30,94,39,55
Nick Calathes,2014,142,311,19,61,44,72
Beno Udrih,2014,78,178,19,42,25,30
Andre Miller,2014,106,231,11,21,60,77
Tyler Hansbrough,2014,93,196,0,2,126,185
James Jones,2014,31,68,28,54,7,11
Thomas Robinson,2014,141,293,0,1,57,101
Anthony Randolph,2014,68,176,18,61,52,69
Metta World Peace,2014,56,141,17,54,10,16
Gorgui Dieng,2014,113,227,1,1,59,93
Earl Clark,2014,97,261,41,122,22,34
Matthew Dellavedova,2014,122,296,57,155,38,48
Jannero Pargo,2014,52,118,24,60,8,11
Lavoy Allen,2014,134,300,2,13,33,50
Charlie Villanueva,2014,35,92,14,56,8,14
Isaiah Canaan,2014,31,87,18,55,21,29
Jae Crowder,2014,130,296,50,151,46,61
MarShon Brooks,2014,57,125,13,25,32,44
Jason Terry,2014,55,152,39,103,10,15
Tony Snell,2014,129,336,57,178,31,41
Rashard Lewis,2014,98,236,46,134,26,33
Darius Miller,2014,73,166,25,77,29,36
