pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,barrel
SL,2019-05-13,83.4,-0.1178,5.5089,Josh Bell,605137,642073,NA,blocked_ball,NA,NA,NA,NA,14,NA,R,L,R,ARI,PIT,B,NA,NA,0,2,2019,0.6072,-0.3216,1.8381,-0.1041,518653,624428,516782,1,7,Top,NA,NA,NA,NA,488671,NA,190514_042501,3.3004,-121.3974,-5.835,5.3077,22.6834,-34.4493,3.8364,1.8949,NA,NA,NA,82.956,2777,5.874,564851,642073,488671,572233,527038,500871,605113,444482,606466,502481,54.6253,NA,NA,NA,NA,NA,NA,NA,63,3,Slider,8,2,2,8,2,8,2,8,Standard,Standard,NA
CH,2019-05-13,86.1,-0.3909,5.3648,Josh Bell,605137,642073,NA,swinging_strike,NA,NA,NA,NA,13,NA,R,L,R,ARI,PIT,S,NA,NA,0,1,2019,-1.0734,0.4174,-0.7266,1.4308,518653,624428,516782,1,7,Top,NA,NA,NA,NA,488671,NA,190514_042434,1.3486,-125.4185,-3.9818,-11.5244,23.3604,-27.2608,3.655,1.7748,NA,NA,NA,86.091,1600,6.05,564851,642073,488671,572233,527038,500871,605113,444482,606466,502481,54.4498,NA,NA,NA,NA,NA,NA,NA,63,2,Changeup,8,2,2,8,2,8,2,8,Standard,Standard,NA
FF,2019-05-13,95,-0.6127,5.7058,Josh Bell,605137,642073,NA,called_strike,NA,NA,NA,NA,4,NA,R,L,R,ARI,PIT,S,NA,NA,0,0,2019,-0.4187,1.4717,-0.6851,2.6517,518653,624428,516782,1,7,Top,NA,NA,NA,NA,488671,NA,190514_042410,0.7276,-138.2361,-5.5606,-5.4568,30.1839,-12.5697,3.7759,1.8949,NA,NA,NA,94.467,2228,5.933,564851,642073,488671,572233,527038,500871,605113,444482,606466,502481,54.5664,NA,NA,NA,NA,NA,NA,NA,63,1,4-Seam Fastball,8,2,2,8,2,8,2,8,Standard,Standard,NA
FF,2019-05-13,95.4,2.2124,6.079,Josh Bell,605137,592662,walk,ball,NA,NA,NA,NA,11,Josh Bell walks.   Melky Cabrera to 2nd.,R,R,L,ARI,PIT,B,NA,NA,3,2,2019,0.7471,1.53,-1.0613,3.8501,NA,NA,466320,2,5,Top,NA,NA,NA,NA,488671,NA,190514_033601,-10.2175,-138.5623,-3.6522,11.6602,27.6758,-11.948,3.7155,1.8048,NA,NA,NA,95.335,2378,6.118,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.3814,NA,NA,0.7,1,0,0,NA,45,7,4-Seam Fastball,7,2,2,7,2,7,2,7,Infield shift,Standard,NA
SL,2019-05-13,82.8,2.3089,5.9964,Josh Bell,605137,592662,NA,foul,NA,NA,NA,NA,7,NA,R,R,L,ARI,PIT,S,NA,NA,3,2,2019,-0.1102,0.1858,-0.5489,1.8018,NA,NA,466320,2,5,Top,NA,NA,NA,NA,488671,NA,190514_033526,-6.3,-120.5004,-3.4611,0.1192,22.7571,-29.9308,3.6852,1.7748,9,73.7,-12,82.789,1904,6.213,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.2867,NA,NA,NA,NA,NA,NA,NA,45,6,Slider,7,2,2,7,2,7,2,7,Infield shift,Standard,0
SL,2019-05-13,81.7,2.5589,5.8847,Josh Bell,605137,592662,NA,blocked_ball,NA,NA,NA,NA,13,NA,R,R,L,ARI,PIT,B,NA,NA,2,2,2019,-0.0683,0.2303,-0.7646,0.0463,NA,NA,466320,2,5,Top,NA,NA,NA,NA,488671,NA,190514_033455,-7.2494,-118.5789,-6.8795,0.7525,22.6001,-28.9913,3.7457,1.8348,NA,NA,NA,80.569,2049,5.651,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.8481,NA,NA,NA,NA,NA,NA,NA,45,5,Slider,7,2,2,7,2,7,2,7,Infield shift,Standard,NA
SL,2019-05-13,81.4,2.547,5.8571,Josh Bell,605137,592662,NA,swinging_strike,NA,NA,NA,NA,13,NA,R,R,L,ARI,PIT,S,NA,NA,2,1,2019,-0.1743,0.0755,-1.1088,1.1157,NA,NA,466320,2,5,Top,NA,NA,NA,NA,488671,NA,190514_033429,-7.8319,-118.3416,-4.2348,-0.3427,19.5593,-30.9636,3.655,1.7248000000000001,NA,NA,NA,81.432,2124,6.064,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.4359,NA,NA,NA,NA,NA,NA,NA,45,4,Slider,7,2,2,7,2,7,2,7,Infield shift,Standard,NA
FF,2019-05-13,94.2,2.3769,6.0564,Josh Bell,605137,592662,NA,foul,NA,NA,NA,NA,8,NA,R,R,L,ARI,PIT,S,NA,NA,2,0,2019,0.6283,1.5887,0.0788,1.8786,NA,NA,466320,2,5,Top,NA,NA,NA,NA,488671,NA,190514_033354,-7.3134,-136.8715,-8.6414,9.3313,26.7838,-10.7083,3.6852,1.7248000000000001,NA,NA,NA,94.212,2378,6.126,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.3736,NA,NA,NA,NA,NA,NA,NA,45,3,4-Seam Fastball,7,2,2,7,2,7,2,7,Infield shift,Standard,NA
CU,2019-05-13,80.9,2.0406,6.3226,Josh Bell,605137,592662,NA,ball,NA,NA,NA,NA,13,NA,R,R,L,ARI,PIT,B,NA,NA,1,0,2019,0.0461,-0.4682,-0.8409,1.9524,NA,NA,466320,2,5,Top,NA,NA,NA,NA,488671,NA,190514_033320,-6.4345,-117.6952,-2.2588,1.5571,20.7873,-36.2788,3.6852,1.7448,NA,NA,NA,80.216,1956,5.676,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.8238,NA,NA,NA,NA,NA,NA,NA,45,2,Curveball,7,2,2,7,2,7,2,7,Infield shift,Standard,NA
SL,2019-05-13,82.2,2.3741,6.1198,Josh Bell,605137,592662,NA,blocked_ball,NA,NA,NA,NA,13,NA,R,R,L,ARI,PIT,B,NA,NA,0,0,2019,-0.0241,0.0743,-0.1938,0.2522,NA,NA,466320,2,5,Top,NA,NA,NA,NA,488671,NA,190514_033244,-5.688,-119.2687,-6.6567,1.0633,26.9484,-30.2807,3.7155,1.8348,NA,NA,NA,80.464,1753,5.66,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.8393,NA,NA,NA,NA,NA,NA,NA,45,1,Slider,7,2,2,7,2,7,2,7,Infield shift,Standard,NA
FF,2019-05-13,92.2,2.2735,6.1604,Josh Bell,605137,592662,strikeout,swinging_strike,NA,NA,NA,NA,1,Josh Bell strikes out swinging.,R,R,L,ARI,PIT,S,2,NA,0,2,2019,0.6721,1.6427,-0.41,3.714,NA,NA,NA,0,3,Top,NA,NA,NA,NA,488671,NA,190514_025012,-8.2482,-134.0854,-3.9506,9.7726,27.2819,-11.7968,3.7457,1.7248000000000001,NA,NA,NA,92.193,2246,6.185,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.314,NA,NA,0,1,0,0,NA,27,3,4-Seam Fastball,5,2,2,5,2,5,2,5,Infield shift,Standard,NA
FF,2019-05-13,92.6,2.0536,6.1839,Josh Bell,605137,592662,NA,foul,NA,NA,NA,NA,11,NA,R,R,L,ARI,PIT,S,NA,NA,0,1,2019,0.555,1.6126,-1.0112,3.5238,NA,NA,NA,0,3,Top,NA,NA,NA,NA,488671,NA,190514_024950,-8.9703,-134.5192,-4.4574,8.5395,27.5393,-12.0013,3.7155,1.7248000000000001,188,67.9,48,92.315,2277,6.087,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.4129,NA,NA,NA,NA,NA,NA,NA,27,2,4-Seam Fastball,5,2,2,5,2,5,2,5,Infield shift,Standard,0
NA,2019-05-13,NA,NA,NA,Josh Bell,605137,592662,NA,called_strike,NA,NA,NA,NA,NA,NA,R,R,L,ARI,PIT,S,NA,NA,0,0,2019,NA,NA,NA,NA,NA,NA,NA,0,3,Top,NA,NA,NA,NA,488671,NA,190514_024931,NA,NA,NA,NA,NA,NA,3.61,1.71,NA,NA,NA,NA,NA,NA,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,NA,NA,NA,NA,NA,NA,NA,NA,27,1,,5,2,2,5,2,5,2,5,Infield shift,Standard,NA
FT,2019-05-13,92,2.452,6.0561,Josh Bell,605137,592662,single,hit_into_play_score,NA,NA,NA,NA,14,Josh Bell singles on a sharp ground ball to center fielder Jarrod Dyson.   Adam Frazier scores.    Melky Cabrera to 3rd.,R,R,L,ARI,PIT,X,8,ground_ball,1,0,2019,1.2047,1.288,0.6718,1.4178,NA,624428,466320,1,1,Top,145.76,102.52,NA,NA,488671,NA,190514_014844,-6.8941,-133.4958,-8.4519,15.397,27.3175,-15.7411,3.8061,1.8649,115,91.2,6,90.462,2184,5.398,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,55.1013,0.487,0.427,0.9,1,1,0,4,4,2,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,0
SL,2019-05-13,85.3,2.5339,6.0589,Josh Bell,605137,592662,NA,blocked_ball,NA,NA,NA,NA,13,NA,R,R,L,ARI,PIT,B,NA,NA,0,0,2019,-0.1273,0.4678,-0.8952,-0.7073,NA,624428,466320,1,1,Top,NA,NA,NA,NA,488671,NA,190514_014747,-7.7515,-123.6971,-10.4635,0.1366,22.9356,-25.6654,3.7457,1.8048,NA,NA,NA,84.923,2275,6.078,564851,592662,488671,572233,606466,500871,605113,444482,502481,430945,54.4217,NA,NA,NA,NA,NA,NA,NA,4,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,NA
SL,2019-05-12,85,-2.1862,6.542,Josh Bell,605137,606149,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,STL,PIT,B,NA,NA,2,1,2019,0.1115,0.026,0.8292,-0.3305,NA,NA,570256,1,8,Top,NA,NA,NA,NA,425877,NA,190512_210926,6.6754,-122.9233,-9.4043,-0.4902,28.8043,-30.0406,3.3901,1.7284,NA,NA,NA,82.3,2416,5.245,566589,606149,425877,502671,543939,576397,657557,542303,622168,500874,55.2541,NA,NA,NA,NA,NA,NA,NA,75,4,Slider,6,8,8,6,8,6,8,6,Standard,Standard,NA
FF,2019-05-12,93.8,-1.9373,6.5976,Josh Bell,605137,606149,NA,ball,NA,NA,NA,NA,12,NA,R,L,R,STL,PIT,B,NA,NA,1,1,2019,-0.7674,1.6958,1.465,2.6773,NA,NA,570256,1,8,Top,NA,NA,NA,NA,425877,NA,190512_210902,10.2869,-135.7464,-7.8097,-11.7526,33.8976,-10.2118,3.4252,1.7312,NA,NA,NA,91.8,2384,5.716,566589,606149,425877,502671,543939,576397,657557,542303,622168,500874,54.7839,NA,NA,NA,NA,NA,NA,NA,75,3,4-Seam Fastball,6,8,8,6,8,6,8,6,Standard,Standard,NA
FF,2019-05-12,93.8,-1.8635,6.6425,Josh Bell,605137,606149,NA,ball,NA,NA,NA,NA,12,NA,R,L,R,STL,PIT,B,NA,NA,0,1,2019,-0.5305,1.7451,1.2249,4.7713,NA,NA,570256,1,8,Top,NA,NA,NA,NA,425877,NA,190512_210832,9.0012,-136.1046,-2.7514,-8.5819,33.1167,-10.7555,3.477,1.7137,NA,NA,NA,92.117,2469,5.687,566589,606149,425877,502671,543939,576397,657557,542303,622168,500874,54.8123,NA,NA,NA,NA,NA,NA,NA,75,2,4-Seam Fastball,6,8,8,6,8,6,8,6,Standard,Standard,NA
SL,2019-05-12,85.1,-2.2274,6.5665,Josh Bell,605137,606149,NA,foul,NA,NA,NA,NA,6,NA,R,L,R,STL,PIT,S,NA,NA,0,0,2019,0.2243,0.1406,0.4457,2.5986,NA,NA,570256,1,8,Top,NA,NA,NA,NA,425877,NA,190512_210803,5.7133,-123.6247,-3.2041,1.1087,23.9577,-30.4301,3.63,1.73,5,73.6,-29,83.426,2480,5.213,566589,606149,425877,502671,543939,576397,657557,542303,622168,500874,55.2864,NA,NA,NA,NA,NA,NA,NA,75,1,Slider,6,8,8,6,8,6,8,6,Standard,Standard,0
FF,2019-05-12,93,-1.9613,5.9968,Josh Bell,605137,605154,home_run,hit_into_play_score,NA,NA,NA,NA,5,Josh Bell homers (10) on a line drive to right field.    Bryan Reynolds scores.    Gregory Polanco scores.,R,L,R,STL,PIT,X,NA,line_drive,1,1,2019,-0.5572,1.6751,0.1829,2.9272,NA,668804,570256,0,7,Top,229.42,83.52,NA,NA,425877,NA,190512_203721,6.7329,-135.2821,-5.7704,-8.3331,29.8481,-10.529,3.63,1.73,364,111.9,21,93.124,2355,6.408,566589,605154,425877,502671,543939,576397,657557,542303,622168,500874,54.0919,0.953,1.722,2,1,0,3,6,62,3,4-Seam Fastball,6,3,3,6,3,6,3,6,Standard,Standard,1
SL,2019-05-12,83.6,-2.0218,5.9947,Josh Bell,605137,605154,NA,blocked_ball,NA,NA,NA,NA,14,NA,R,L,R,STL,PIT,B,NA,NA,0,1,2019,0.8263,0.1741,2.2305,0.7581,NA,668804,570256,0,7,Top,NA,NA,NA,NA,425877,NA,190512_203639,8.1317,-121.3945,-5.9185,6.5051,23.4885,-29.5567,3.399,1.7261,NA,NA,NA,83.039,2663,6.008,566589,605154,425877,502671,543939,576397,657557,542303,622168,500874,54.4919,NA,NA,NA,NA,NA,NA,NA,62,2,Slider,6,3,3,6,3,6,3,6,Standard,Standard,NA
SL,2019-05-12,82.7,-2.1731,5.8672,Josh Bell,605137,605154,NA,foul,NA,NA,NA,NA,8,NA,R,L,R,STL,PIT,S,NA,NA,0,0,2019,0.5488,0.2637,0.2388,2.0361,NA,668804,570256,0,7,Top,NA,NA,NA,NA,425877,NA,190512_203607,4.4244,-120.4142,-2.8039,4.542,21.1047,-29.3355,3.63,1.73,2,52.9,-42,82.695,2642,6.035,566589,605154,425877,502671,543939,576397,657557,542303,622168,500874,54.464,NA,NA,NA,NA,NA,NA,NA,62,1,Slider,6,3,3,6,3,6,3,6,Standard,Standard,0
FF,2019-05-12,93.8,-2.3426,6.3886,Josh Bell,605137,641712,single,hit_into_play_no_out,NA,NA,NA,NA,5,Josh Bell singles on a ground ball to right fielder Jose Martinez.,R,L,R,STL,PIT,X,9,ground_ball,0,2,2019,-0.6849,1.0195,-0.0633,2.928,NA,NA,NA,1,5,Top,168.74,93.3,NA,NA,425877,NA,190512_200133,7.4357,-136.5829,-5.5949,-10.0669,24.9286,-18.3618,3.63,1.73,12,103.6,-14,94.787,2216,6.448,566589,641712,425877,502671,543939,576397,657557,542303,622168,500874,54.0513,0.266,0.244,0.9,1,1,0,2,46,3,4-Seam Fastball,6,3,3,6,3,6,3,6,Infield shift,Standard,0
SL,2019-05-12,86.9,-2.5337,6.2876,Josh Bell,605137,641712,NA,called_strike,NA,NA,NA,NA,3,NA,R,L,R,STL,PIT,S,NA,NA,0,1,2019,0.4389,0.1981,0.3207,3.2319,NA,NA,NA,1,5,Top,NA,NA,NA,NA,425877,NA,190512_200108,5.9172,-126.5216,-1.6312,3.6865,21.6342,-29.9732,3.3897,1.6522,NA,NA,NA,86.935,2478,5.922,566589,641712,425877,502671,543939,576397,657557,542303,622168,500874,54.5773,NA,NA,NA,NA,NA,NA,NA,46,2,Slider,6,3,3,6,3,6,3,6,Standard,Standard,NA
SL,2019-05-12,88,-2.6578,6.2711,Josh Bell,605137,641712,NA,foul,NA,NA,NA,NA,14,NA,R,L,R,STL,PIT,S,NA,NA,0,0,2019,0.4974,0.4102,1.5154,2.3067,NA,NA,NA,1,5,Top,NA,NA,NA,NA,425877,NA,190512_200048,9.0067,-127.7324,-4.2786,3.5231,25.8833,-27.1356,3.63,1.73,NA,NA,NA,87.07,2461,5.803,566589,641712,425877,502671,543939,576397,657557,542303,622168,500874,54.6966,NA,NA,NA,NA,NA,NA,NA,46,1,Slider,6,3,3,6,3,6,3,6,Standard,Standard,NA
SI,2019-05-12,91.8,-2.352,6.2615,Josh Bell,605137,641712,single,hit_into_play_no_out,NA,NA,NA,NA,8,Josh Bell singles on a line drive to center fielder Yairo Munoz.,R,L,R,STL,PIT,X,8,line_drive,0,1,2019,-1.0368,0.5517,-0.125,2.3095,NA,NA,NA,1,3,Top,96.61,84.66,NA,NA,425877,NA,190512_191801,7.8126,-133.4011,-5.3417,-13.8723,25.9039,-24.7685,3.63,1.73,156,108.8,6,91.712,2185,6.094,566589,641712,425877,502671,543939,576397,657557,542303,622168,500874,54.4051,0.69,0.643,0.9,1,1,0,4,28,2,Sinker,6,3,3,6,3,6,3,6,Standard,Strategic,0
SI,2019-05-12,91.5,-2.6787,6.2066,Josh Bell,605137,641712,NA,called_strike,NA,NA,NA,NA,7,NA,R,L,R,STL,PIT,S,NA,NA,0,0,2019,-1.1632,0.4945,-0.6099,1.708,NA,NA,NA,1,3,Top,NA,NA,NA,NA,425877,NA,190512_191743,7.6866,-133.0701,-6.582,-15.3089,24.9076,-25.2396,3.399,1.623,NA,NA,NA,91.758,2298,6.192,566589,641712,425877,502671,543939,576397,657557,542303,622168,500874,54.3077,NA,NA,NA,NA,NA,NA,NA,28,1,Sinker,6,3,3,6,3,6,3,6,Standard,Strategic,NA
SI,2019-05-12,93.8,-2.4047,6.3153,Josh Bell,605137,641712,double,hit_into_play_score,NA,NA,NA,NA,5,Josh Bell doubles (13) on a line drive to right fielder Jose Martinez.   Starling Marte scores.    Gregory Polanco scores.,R,L,R,STL,PIT,X,9,line_drive,0,0,2019,-1.4004,0.7787,-0.1704,2.4145,NA,516782,570256,1,1,Top,174.55,59.52,NA,NA,425877,NA,190512_182737,8.8983,-136.2867,-6.1036,-19.4401,28.5001,-21.3214,3.63,1.73,348,99.7,19,94.14,2301,6.464,566589,641712,425877,502671,543939,576397,657557,542303,622168,500874,54.036,0.405,0.472,1.25,1,1,1,5,4,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,0
FF,2019-05-11,92.6,1.8975,5.8398,Josh Bell,605137,453192,strikeout,called_strike,NA,NA,NA,NA,9,Josh Bell called out on strikes.,R,R,L,STL,PIT,S,2,NA,1,2,2019,0.9266,1.3411,0.4542,1.8997,NA,NA,NA,1,9,Top,NA,NA,NA,NA,425877,NA,190511_234113,-5.7376,-134.5776,-7.1568,12.6009,31.8475,-14.4338,3.4896,1.75,NA,NA,NA,92.515,2121,6.514,566588,453192,425877,502671,543939,572761,657557,542303,451594,500874,53.9854,NA,NA,0,1,0,0,NA,62,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,NA
FF,2019-05-11,92.9,1.8462,5.7549,Josh Bell,605137,453192,NA,ball,NA,NA,NA,NA,14,NA,R,R,L,STL,PIT,B,NA,NA,0,2,2019,1.0879,1.2988,1.3507,2.5737,NA,NA,NA,1,9,Top,NA,NA,NA,NA,425877,NA,190511_234057,-3.6886,-135.2324,-5.2126,14.22,31.9133,-15.2278,3.5626,1.75,NA,NA,NA,93.045,2099,6.542,566588,453192,425877,502671,543939,572761,657557,542303,451594,500874,53.9573,NA,NA,NA,NA,NA,NA,NA,62,3,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,NA
FF,2019-05-11,92.2,1.8214,5.7487,Josh Bell,605137,453192,NA,called_strike,NA,NA,NA,NA,5,NA,R,R,L,STL,PIT,S,NA,NA,0,1,2019,0.9183,1.3161,-0.1582,2.3467,NA,NA,NA,1,9,Top,NA,NA,NA,NA,425877,NA,190511_234039,-7.099,-134.106,-5.7077,12.78,30.929,-15.0984,3.5952,1.75,NA,NA,NA,92.54,2038,6.667,566588,453192,425877,502671,543939,572761,657557,542303,451594,500874,53.8323,NA,NA,NA,NA,NA,NA,NA,62,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,NA
SL,2019-05-11,82.4,2.1393,5.4638,Josh Bell,605137,453192,NA,foul,NA,NA,NA,NA,4,NA,R,R,L,STL,PIT,S,NA,NA,0,0,2019,-0.7596,0.1843,-0.6066,2.732,NA,NA,NA,1,9,Top,NA,NA,NA,NA,425877,NA,190511_234020,-4.7656,-120.0012,-0.1229,-6.5216,20.5497,-30.5732,3.6276,1.75,150,78.2,76,82.581,2380,6.11,566588,453192,425877,502671,543939,572761,657557,542303,451594,500874,54.39,NA,NA,NA,NA,NA,NA,NA,62,1,Slider,1,2,2,1,2,1,2,1,Standard,Standard,0
FF,2019-05-11,93.7,-1.8846,6.5803,Josh Bell,605137,571945,field_out,hit_into_play,NA,NA,NA,NA,9,Josh Bell lines out to left fielder Marcell Ozuna.,R,L,R,STL,PIT,X,7,line_drive,0,0,2019,-0.3328,1.1657,0.5757,1.7869,NA,NA,NA,2,6,Top,64.88,67.99,NA,NA,425877,NA,190511_224618,7.0504,-136.1651,-9.2083,-5.4993,26.1488,-16.083,3.6183,1.75,342,99.1,21,93.777,2250,6.13,566588,571945,425877,502671,543939,572761,657557,542303,451594,500874,54.3699,0.421,0.594,0,1,0,0,5,41,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Strategic,0
SL,2019-05-11,87.4,-1.8851,6.5683,Josh Bell,605137,571945,single,hit_into_play_score,NA,NA,NA,NA,5,Josh Bell singles on a sharp line drive to right fielder Jose Martinez.   Gregory Polanco scores.,R,L,R,STL,PIT,X,9,line_drive,0,0,2019,0.3213,0.1121,0.2003,2.7197,570256,NA,NA,0,4,Top,161.12,86.67,NA,NA,425877,NA,190511_221419,4.3336,-127.1288,-3.317,2.5235,26.1762,-30.5435,3.6346,1.75,163,111.9,9,86.572,2358,5.794,566588,571945,425877,502671,543939,572761,657557,542303,451594,500874,54.7059,0.829,0.862,0.9,1,1,0,5,26,1,Slider,1,1,1,1,1,1,1,1,Strategic,Standard,0
CU,2019-05-11,78.8,-2.0209,6.5714,Josh Bell,605137,571945,field_out,hit_into_play,NA,NA,NA,NA,3,"Josh Bell grounds out, second baseman Kolten Wong to first baseman Paul Goldschmidt.",R,L,R,STL,PIT,X,4,ground_ball,0,1,2019,0.8512,-1.3108,0.3225,3.2091,NA,NA,NA,0,2,Top,149.95,156.28,NA,NA,425877,NA,190511_213338,3.4909,-114.3892,1.8387,6.3536,23.034300000000002,-43.7284,3.6094,1.75,88,96.5,5,76.363,2624,4.871,566588,571945,425877,502671,543939,572761,657557,542303,451594,500874,55.6289,0.574,0.507,0,1,0,0,4,8,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,0
FT,2019-05-11,93.1,-2.0185,6.5921,Josh Bell,605137,571945,NA,called_strike,NA,NA,NA,NA,13,NA,R,L,R,STL,PIT,S,NA,NA,0,0,2019,-1.3359,1.1168,-0.9509,2.2366,NA,NA,NA,0,2,Top,NA,NA,NA,NA,425877,NA,190511_213321,5.5932,-135.2269,-7.7618,-17.418,29.0064,-17.1784,3.66,1.75,NA,NA,NA,92.537,2160,6.018,566588,571945,425877,502671,543939,572761,657557,542303,451594,500874,54.4813,NA,NA,NA,NA,NA,NA,NA,8,1,2-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,NA
SI,2019-05-10,102.4,-2.3028,6.2125,Josh Bell,605137,663855,single,hit_into_play_no_out,NA,NA,NA,NA,8,Josh Bell singles on a ground ball to shortstop Paul DeJong.,R,L,R,STL,PIT,X,6,ground_ball,3,2,2019,-1.3167,0.8144,-0.2547,1.9489,NA,NA,NA,0,9,Top,109.31,151.71,NA,NA,425877,NA,190511_024956,8.846,-148.7035,-8.6989,-21.3432,31.5938,-18.4926,3.6,1.74,13,94.3,-8,102.146,2013,6.011,566587,663855,425877,502671,543939,572761,657557,542303,664056,500874,54.4883,0.237,0.231,0.9,1,1,0,2,66,6,Sinker,1,2,2,1,2,1,2,1,Strategic,Standard,0
SI,2019-05-10,102.3,-2.0831,6.2537,Josh Bell,605137,663855,NA,foul,NA,NA,NA,NA,9,NA,R,L,R,STL,PIT,S,NA,NA,3,1,2019,-1.3538,1.0271,0.6044,1.8051,NA,NA,NA,0,9,Top,NA,NA,NA,NA,425877,NA,190511_024926,10.786,-148.438,-9.7288,-22.4404,32.8995,-15.0101,3.6,1.74,199,76.2,31,102.245,2106,6.251,566587,663855,425877,502671,543939,572761,657557,542303,664056,500874,54.2482,NA,NA,NA,NA,NA,NA,NA,66,5,Sinker,1,2,2,1,2,1,2,1,Strategic,Standard,0
SL,2019-05-10,89.2,-2.6066,5.9591,Josh Bell,605137,663855,NA,ball,NA,NA,NA,NA,14,NA,R,L,R,STL,PIT,B,NA,NA,2,1,2019,0.457,0.0994,1.9164,0.8424,NA,NA,NA,0,9,Top,NA,NA,NA,NA,425877,NA,190511_024900,10.1099,-129.4748,-6.7293,3.1258,25.5032,-29.9498,3.6,1.74,NA,NA,NA,88.893,2503,6.11,566587,663855,425877,502671,543939,572761,657557,542303,664056,500874,54.3891,NA,NA,NA,NA,NA,NA,NA,66,4,Slider,1,2,2,1,2,1,2,1,Strategic,Standard,NA
SI,2019-05-10,102.2,-2.1467,6.3691,Josh Bell,605137,663855,NA,ball,NA,NA,NA,NA,12,NA,R,L,R,STL,PIT,B,NA,NA,1,1,2019,-1.6068,0.8034,1.0803,2.7805,NA,NA,NA,0,9,Top,NA,NA,NA,NA,425877,NA,190511_024838,12.7723,-148.1016,-6.6784,-26.3134,33.4049,-19.1729,3.6,1.74,NA,NA,NA,101.433,2177,5.977,566587,663855,425877,502671,543939,572761,657557,542303,664056,500874,54.5222,NA,NA,NA,NA,NA,NA,NA,66,3,Sinker,1,2,2,1,2,1,2,1,Strategic,Standard,NA
SI,2019-05-10,101.5,-2.5387,6.2013,Josh Bell,605137,663855,NA,ball,NA,NA,NA,NA,13,NA,R,L,R,STL,PIT,B,NA,NA,0,1,2019,-1.4711,0.7164,-1.0417,1.9674,NA,NA,NA,0,9,Top,NA,NA,NA,NA,425877,NA,190511_024818,7.6032,-147.4933,-8.1947,-23.0009,33.5511,-20.1739,3.6,1.74,NA,NA,NA,100.999,2036,5.994,566587,663855,425877,502671,543939,572761,657557,542303,664056,500874,54.5051,NA,NA,NA,NA,NA,NA,NA,66,2,Sinker,1,2,2,1,2,1,2,1,Strategic,Standard,NA
SL,2019-05-10,87.8,-2.6159,6.0092,Josh Bell,605137,663855,NA,swinging_strike,NA,NA,NA,NA,9,NA,R,L,R,STL,PIT,S,NA,NA,0,0,2019,0.5402,0.2167,0.6171,2.2798,NA,NA,NA,0,9,Top,NA,NA,NA,NA,425877,NA,190511_024758,6.667,-127.6057,-3.3222,4.4796,25.5825,-29.4075,3.6,1.74,NA,NA,NA,87.141,2357,5.882,566587,663855,425877,502671,543939,572761,657557,542303,664056,500874,54.6176,NA,NA,NA,NA,NA,NA,NA,66,1,Slider,1,2,2,1,2,1,2,1,Strategic,Standard,NA
