Event,Round,Diver,Country,Rank,DiveNo,Difficulty,JScore,Judge,JCountry
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,3,3.1,6.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,3,3.1,6,MENA Jesus,MEX
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,3,3.1,6.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,4,2.8,7,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,4,2.8,7.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,4,2.8,7,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,4,2.8,7,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,4,2.8,8,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,4,2.8,7,XU Yiming,CHN
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,4,2.8,7,GEAR Dennis,NZL
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,5,3,6.5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,5,3,5.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,5,3,6.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,5,3,6.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,5,3,6.5,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,5,3,6,XU Yiming,CHN
W10mPF,1 - Prelim,CHIKINA Natalya,KAZ,10,5,3,6.5,GEAR Dennis,NZL
W10mPF,1 - Prelim,WETZIG Ute,GER,11,1,2.8,7,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,WETZIG Ute,GER,11,1,2.8,7,ALT Walter,GER
W10mPF,1 - Prelim,WETZIG Ute,GER,11,1,2.8,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,WETZIG Ute,GER,11,1,2.8,7,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,WETZIG Ute,GER,11,1,2.8,7,McFARLAND Steve,USA
W10mPF,1 - Prelim,WETZIG Ute,GER,11,1,2.8,7,MENA Jesus,MEX
W10mPF,1 - Prelim,WETZIG Ute,GER,11,1,2.8,7,CALDERON Felix,PUR
W10mPF,1 - Prelim,WETZIG Ute,GER,11,2,2.9,7,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,WETZIG Ute,GER,11,2,2.9,7,ALT Walter,GER
W10mPF,1 - Prelim,WETZIG Ute,GER,11,2,2.9,7,HUBER Peter,AUT
W10mPF,1 - Prelim,WETZIG Ute,GER,11,2,2.9,7,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,WETZIG Ute,GER,11,2,2.9,7,McFARLAND Steve,USA
W10mPF,1 - Prelim,WETZIG Ute,GER,11,2,2.9,6.5,MENA Jesus,MEX
W10mPF,1 - Prelim,WETZIG Ute,GER,11,2,2.9,7.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,WETZIG Ute,GER,11,3,2.7,6.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,WETZIG Ute,GER,11,3,2.7,7.5,ALT Walter,GER
W10mPF,1 - Prelim,WETZIG Ute,GER,11,3,2.7,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,WETZIG Ute,GER,11,3,2.7,7,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,WETZIG Ute,GER,11,3,2.7,6.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,WETZIG Ute,GER,11,3,2.7,6.5,MENA Jesus,MEX
W10mPF,1 - Prelim,WETZIG Ute,GER,11,3,2.7,8,CALDERON Felix,PUR
W10mPF,1 - Prelim,WETZIG Ute,GER,11,4,2.8,5.5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,WETZIG Ute,GER,11,4,2.8,5.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,WETZIG Ute,GER,11,4,2.8,5.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,WETZIG Ute,GER,11,4,2.8,5.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,WETZIG Ute,GER,11,4,2.8,5.5,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,WETZIG Ute,GER,11,4,2.8,5.5,XU Yiming,CHN
W10mPF,1 - Prelim,WETZIG Ute,GER,11,4,2.8,5,GEAR Dennis,NZL
W10mPF,1 - Prelim,WETZIG Ute,GER,11,5,3,8,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,WETZIG Ute,GER,11,5,3,7.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,WETZIG Ute,GER,11,5,3,7.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,WETZIG Ute,GER,11,5,3,7.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,WETZIG Ute,GER,11,5,3,8,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,WETZIG Ute,GER,11,5,3,7.5,XU Yiming,CHN
W10mPF,1 - Prelim,WETZIG Ute,GER,11,5,3,7.5,GEAR Dennis,NZL
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,1,3,5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,1,3,4.5,ALT Walter,GER
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,1,3,4.5,HUBER Peter,AUT
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,1,3,4.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,1,3,4.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,1,3,4.5,MENA Jesus,MEX
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,1,3,5,CALDERON Felix,PUR
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,2,2.9,7,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,2,2.9,6,ALT Walter,GER
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,2,2.9,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,2,2.9,7,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,2,2.9,7,McFARLAND Steve,USA
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,2,2.9,7,MENA Jesus,MEX
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,2,2.9,7.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,3,3.1,8,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,3,3.1,7,ALT Walter,GER
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,3,3.1,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,3,3.1,6.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,3,3.1,7,McFARLAND Steve,USA
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,3,3.1,7,MENA Jesus,MEX
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,3,3.1,7.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,4,2.8,5.5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,4,2.8,6.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,4,2.8,6.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,4,2.8,5.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,4,2.8,6.5,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,4,2.8,4.5,XU Yiming,CHN
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,4,2.8,5.5,GEAR Dennis,NZL
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,5,3,8.5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,5,3,8,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,5,3,8,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,5,3,8,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,5,3,8,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,5,3,8.5,XU Yiming,CHN
W10mPF,1 - Prelim,GILMORE Rebecca,AUS,12,5,3,7.5,GEAR Dennis,NZL
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,1,2.8,7.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,1,2.8,7,ALT Walter,GER
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,1,2.8,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,1,2.8,7,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,1,2.8,7,McFARLAND Steve,USA
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,1,2.8,6.5,MENA Jesus,MEX
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,1,2.8,7.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,2,3,6,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,2,3,6,ALT Walter,GER
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,2,3,6,HUBER Peter,AUT
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,2,3,6.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,2,3,6.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,2,3,5.5,MENA Jesus,MEX
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,2,3,6.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,3,2.9,6,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,3,2.9,6.5,ALT Walter,GER
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,3,2.9,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,3,2.9,6.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,3,2.9,6,McFARLAND Steve,USA
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,3,2.9,6,MENA Jesus,MEX
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,3,2.9,6,CALDERON Felix,PUR
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,4,2.7,7.5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,4,2.7,8,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,4,2.7,7.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,4,2.7,7.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,4,2.7,8,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,4,2.7,7.5,XU Yiming,CHN
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,4,2.7,7,GEAR Dennis,NZL
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,5,2.9,7,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,5,2.9,5.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,5,2.9,7.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,5,2.9,5.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,5,2.9,6,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,5,2.9,6.5,XU Yiming,CHN
W10mPF,1 - Prelim,HSIEH Pei-Hua,TPE,13,5,2.9,6.5,GEAR Dennis,NZL
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,1,2.8,4,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,1,2.8,4.5,ALT Walter,GER
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,1,2.8,4,HUBER Peter,AUT
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,1,2.8,4,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,1,2.8,5.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,1,2.8,4.5,MENA Jesus,MEX
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,1,2.8,6,CALDERON Felix,PUR
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,2,3,7,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,2,3,7.5,ALT Walter,GER
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,2,3,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,2,3,7,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,2,3,6.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,2,3,7,MENA Jesus,MEX
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,2,3,7,CALDERON Felix,PUR
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,3,2.7,5.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,3,2.7,5.5,ALT Walter,GER
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,3,2.7,5.5,HUBER Peter,AUT
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,3,2.7,6,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,3,2.7,5.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,3,2.7,5,MENA Jesus,MEX
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,3,2.7,6,CALDERON Felix,PUR
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,4,3.3,5.5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,4,3.3,6,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,4,3.3,6.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,4,3.3,7,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,4,3.3,7,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,4,3.3,6.5,XU Yiming,CHN
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,4,3.3,7.5,GEAR Dennis,NZL
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,5,3.2,8,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,5,3.2,7.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,5,3.2,8,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,5,3.2,7.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,5,3.2,8,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,5,3.2,7.5,XU Yiming,CHN
W10mPF,1 - Prelim,VYGUZOVA Irina,KAZ,14,5,3.2,7.5,GEAR Dennis,NZL
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,1,2.8,6.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,1,2.8,6.5,ALT Walter,GER
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,1,2.8,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,1,2.8,6.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,1,2.8,7,McFARLAND Steve,USA
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,1,2.8,7,MENA Jesus,MEX
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,1,2.8,7,CALDERON Felix,PUR
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,2,3,4,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,2,3,4.5,ALT Walter,GER
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,2,3,5.5,HUBER Peter,AUT
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,2,3,5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,2,3,4.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,2,3,5,MENA Jesus,MEX
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,2,3,6.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,3,2.9,6,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,3,2.9,6,ALT Walter,GER
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,3,2.9,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,3,2.9,6.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,3,2.9,5,McFARLAND Steve,USA
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,3,2.9,6,MENA Jesus,MEX
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,3,2.9,6.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,4,3.1,7,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,4,3.1,7,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,4,3.1,7.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,4,3.1,7.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,4,3.1,7.5,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,4,3.1,7.5,XU Yiming,CHN
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,4,3.1,7,GEAR Dennis,NZL
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,5,3,7,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,5,3,6,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,5,3,6.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,5,3,7,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,5,3,7,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,5,3,6.5,XU Yiming,CHN
W10mPF,1 - Prelim,SAEZ-de-IBARRA Dolores,ESP,15,5,3,7,GEAR Dennis,NZL
W10mPF,1 - Prelim,REILING Sara,USA,16,1,2.8,7.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,REILING Sara,USA,16,1,2.8,7.5,ALT Walter,GER
W10mPF,1 - Prelim,REILING Sara,USA,16,1,2.8,7.5,HUBER Peter,AUT
W10mPF,1 - Prelim,REILING Sara,USA,16,1,2.8,7.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,REILING Sara,USA,16,1,2.8,8,McFARLAND Steve,USA
W10mPF,1 - Prelim,REILING Sara,USA,16,1,2.8,7.5,MENA Jesus,MEX
W10mPF,1 - Prelim,REILING Sara,USA,16,1,2.8,7.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,REILING Sara,USA,16,2,2.7,5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,REILING Sara,USA,16,2,2.7,4,ALT Walter,GER
W10mPF,1 - Prelim,REILING Sara,USA,16,2,2.7,4.5,HUBER Peter,AUT
W10mPF,1 - Prelim,REILING Sara,USA,16,2,2.7,4.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,REILING Sara,USA,16,2,2.7,6,McFARLAND Steve,USA
W10mPF,1 - Prelim,REILING Sara,USA,16,2,2.7,5,MENA Jesus,MEX
W10mPF,1 - Prelim,REILING Sara,USA,16,2,2.7,5,CALDERON Felix,PUR
W10mPF,1 - Prelim,REILING Sara,USA,16,3,2.7,5.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,REILING Sara,USA,16,3,2.7,6,ALT Walter,GER
W10mPF,1 - Prelim,REILING Sara,USA,16,3,2.7,5,HUBER Peter,AUT
W10mPF,1 - Prelim,REILING Sara,USA,16,3,2.7,6,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,REILING Sara,USA,16,3,2.7,6.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,REILING Sara,USA,16,3,2.7,7,MENA Jesus,MEX
W10mPF,1 - Prelim,REILING Sara,USA,16,3,2.7,5.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,REILING Sara,USA,16,4,2.9,7,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,REILING Sara,USA,16,4,2.9,6.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,REILING Sara,USA,16,4,2.9,7,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,REILING Sara,USA,16,4,2.9,6,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,REILING Sara,USA,16,4,2.9,6.5,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,REILING Sara,USA,16,4,2.9,6.5,XU Yiming,CHN
W10mPF,1 - Prelim,REILING Sara,USA,16,4,2.9,7,GEAR Dennis,NZL
W10mPF,1 - Prelim,REILING Sara,USA,16,5,3.2,7.5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,REILING Sara,USA,16,5,3.2,7.5,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,REILING Sara,USA,16,5,3.2,7.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,REILING Sara,USA,16,5,3.2,8,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,REILING Sara,USA,16,5,3.2,8,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,REILING Sara,USA,16,5,3.2,8,XU Yiming,CHN
W10mPF,1 - Prelim,REILING Sara,USA,16,5,3.2,8,GEAR Dennis,NZL
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6.5,ALT Walter,GER
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6,HUBER Peter,AUT
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,1,3,5.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6.5,McFARLAND Steve,USA
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6.5,MENA Jesus,MEX
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,ALT Walter,GER
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5,HUBER Peter,AUT
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,2,3,6,McFARLAND Steve,USA
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,MENA Jesus,MEX
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,2,3,6,CALDERON Felix,PUR
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,5.5,BARNETT Madeleine,AUS
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6,ALT Walter,GER
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6.5,HUBER Peter,AUT
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6.5,KELEMEN Ildiko,HUN
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6,McFARLAND Steve,USA
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,5,MENA Jesus,MEX
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6.5,CALDERON Felix,PUR
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,7,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,7,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6.5,LINDBERG Mathz,SWE
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6.5,ZAITSEV Oleg,RUS
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,5.5,GEISSBUHLER Michael,SUI
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6.5,XU Yiming,CHN
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6,GEAR Dennis,NZL
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,5,HASSAN Mostafa,EGY
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,6,SEAMAN Kathy,CAN
W10mPF,1 - Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,5.5,LINDBERG Mathz,SWE
